Descriptores,2008|Artes visuales y plásticas,2008|Artes escénicas y espectáculos,2008|Música y conciertos,"2008|Libros, impresiones y prensa",2008|Medios audiovisuales,2008|Artesanías,2008|Diseño y servicios creativos,2008|Patrimonio cutural y natural,2008|Formación y difusión cultural,2008|Contenidos digitales e internet,2008|Total cultura,2008|Valor agregado bruto,2009|Artes visuales y plásticas,2009|Artes escénicas y espectáculos,2009|Música y conciertos,"2009|Libros, impresiones y prensa",2009|Medios audiovisuales,2009|Artesanías,2009|Diseño y servicios creativos,2009|Patrimonio cutural y natural,2009|Formación y difusión cultural,2009|Contenidos digitales e internet,2009|Total cultura,2009|Valor agregado bruto,2010|Artes visuales y plásticas,2010|Artes escénicas y espectáculos,2010|Música y conciertos,"2010|Libros, impresiones y prensa",2010|Medios audiovisuales,2010|Artesanías,2010|Diseño y servicios creativos,2010|Patrimonio cutural y natural,2010|Formación y difusión cultural,2010|Contenidos digitales e internet,2010|Total cultura,2010|Valor agregado bruto,2011|Artes visuales y plásticas,2011|Artes escénicas y espectáculos,2011|Música y conciertos,"2011|Libros, impresiones y prensa",2011|Medios audiovisuales,2011|Artesanías,2011|Diseño y servicios creativos,2011|Patrimonio cutural y natural,2011|Formación y difusión cultural,2011|Contenidos digitales e internet,2011|Total cultura,2011|Valor agregado bruto,2012|Artes visuales y plásticas,2012|Artes escénicas y espectáculos,2012|Música y conciertos,"2012|Libros, impresiones y prensa",2012|Medios audiovisuales,2012|Artesanías,2012|Diseño y servicios creativos,2012|Patrimonio cutural y natural,2012|Formación y difusión cultural,2012|Contenidos digitales e internet,2012|Total cultura,2012|Valor agregado bruto,2013|Artes visuales y plásticas,2013|Artes escénicas y espectáculos,2013|Música y conciertos,"2013|Libros, impresiones y prensa",2013|Medios audiovisuales,2013|Artesanías,2013|Diseño y servicios creativos,2013|Patrimonio cutural y natural,2013|Formación y difusión cultural,2013|Contenidos digitales e internet,2013|Total cultura,2013|Valor agregado bruto,2014|Artes visuales y plásticas,2014|Artes escénicas y espectáculos,2014|Música y conciertos,"2014|Libros, impresiones y prensa",2014|Medios audiovisuales,2014|Artesanías,2014|Diseño y servicios creativos,2014|Patrimonio cutural y natural,2014|Formación y difusión cultural,2014|Contenidos digitales e internet,2014|Total cultura,2014|Valor agregado bruto,2015|Artes visuales y plásticas,2015|Artes escénicas y espectáculos,2015|Música y conciertos,"2015|Libros, impresiones y prensa",2015|Medios audiovisuales,2015|Artesanías,2015|Diseño y servicios creativos,2015|Patrimonio cutural y natural,2015|Formación y difusión cultural,2015|Contenidos digitales e internet,2015|Total cultura,2015|Valor agregado bruto,2016|Artes visuales y plásticas,2016|Artes escénicas y espectáculos,2016|Música y conciertos,"2016|Libros, impresiones y prensa",2016|Medios audiovisuales,2016|Artesanías,2016|Diseño y servicios creativos,2016|Patrimonio cutural y natural,2016|Formación y difusión cultural,2016|Contenidos digitales e internet,2016|Total cultura,2016|Valor agregado bruto,2017|Artes visuales y plásticas,2017|Artes escénicas y espectáculos,2017|Música y conciertos,"2017|Libros, impresiones y prensa",2017|Medios audiovisuales,2017|Artesanías,2017|Diseño y servicios creativos,2017|Patrimonio cutural y natural,2017|Formación y difusión cultural,2017|Contenidos digitales e internet,2017|Total cultura,2017|Valor agregado bruto,2018|Artes visuales y plásticas,2018|Artes escénicas y espectáculos,2018|Música y conciertos,"2018|Libros, impresiones y prensa",2018|Medios audiovisuales,2018|Artesanías,2018|Diseño y servicios creativos,2018|Patrimonio cutural y natural,2018|Formación y difusión cultural,2018|Contenidos digitales e internet,2018|Total cultura,2018|Valor agregado bruto,2019|Artes visuales y plásticas,2019|Artes escénicas y espectáculos,2019|Música y conciertos,"2019|Libros, impresiones y prensa",2019|Medios audiovisuales,2019|Artesanías,2019|Diseño y servicios creativos,2019|Patrimonio cutural y natural,2019|Formación y difusión cultural,2019|Contenidos digitales e internet,2019|Total cultura,2019|Valor agregado bruto<C1>,2020|Artes visuales y plásticas,2020|Artes escénicas y espectáculos,2020|Música y conciertos,"2020|Libros, impresiones y prensa",2020|Medios audiovisuales,2020|Artesanías,2020|Diseño y servicios creativos,2020|Patrimonio cutural y natural,2020|Formación y difusión cultural,2020|Contenidos digitales e internet,2020|Total cultura,2020|Valor agregado bruto<C1>,2021|Artes visuales y plásticas,2021|Artes escénicas y espectáculos,2021|Música y conciertos,"2021|Libros, impresiones y prensa",2021|Medios audiovisuales,2021|Artesanías,2021|Diseño y servicios creativos,2021|Patrimonio cutural y natural,2021|Formación y difusión cultural,2021|Contenidos digitales e internet,2021|Total cultura,2021|Valor agregado bruto<C1>,2022|Artes visuales y plásticas<P>,2022|Artes escénicas y espectáculos<P>,2022|Música y conciertos<P>,"2022|Libros, impresiones y prensa<P>",2022|Medios audiovisuales<P>,2022|Artesanías<P>,2022|Diseño y servicios creativos<P>,2022|Patrimonio cutural y natural<P>,2022|Formación y difusión cultural<P>,2022|Contenidos digitales e internet<P>,2022|Total cultura<P>,"2022|Valor agregado bruto<C2,P>",2023|Artes visuales y plásticas<P>,2023|Artes escénicas y espectáculos<P>,2023|Música y conciertos<P>,"2023|Libros, impresiones y prensa<P>",2023|Medios audiovisuales<P>,2023|Artesanías<P>,2023|Diseño y servicios creativos<P>,2023|Patrimonio cutural y natural<P>,2023|Formación y difusión cultural<P>,2023|Contenidos digitales e internet<P>,2023|Total cultura<P>,"2023|Valor agregado bruto<C2,P>"
Millones de pesos a precios corrientes|Nacional|Guanajuato,625.013,728.069,1737.906,2056.921,750.12,1663.769,1407.91,854.905,902.059,1322.523,12049.195,466799.639,603.122,741.87,1936.071,2152.938,765.538,1634.486,1435.468,898.513,927.869,1409.529,12505.404000000002,464823.79399999994,647.447,790.513,1753.945,1912.116,776.175,1787.871,1484.205,928.278,929.01,1468.008,12477.568000000001,511335.696,701.665,838.179,2092.782,1961.928,855.901,1991.391,1508.356,949.363,955.968,1416.244,13271.777,568634.36,758.029,899.623,1783.312,2131.09,1009.638,2184.337,1637.521,1026.571,1010.284,1447.692,13888.097000000002,628371.765,798.723,956.001,1584.164,1998.674,1164.781,2192.664,1618.31,1085.176,1030.99,1490.986,13920.469,660403.585,846.461,999.173,1593.235,2023.52,1508.047,2291.46,1724.754,1097.695,1068.32,1508.256,14660.921,721481.8640000001,901.678,1076.841,1873.413,2105.344,1720.379,2489.917,1941.615,1201.446,1095.411,1469.619,15875.663,801986.2660000001,1007.184,1218.305,1828.824,2199.952,1715.832,2541.261,2026.254,1221.281,1114.268,1228.847,16102.008,872837.4980000001,1075.2,1300.565,1751.83,2216.672,1824.932,2840.832,2100.468,1367.081,1133.017,1304.91,16915.507,998218.147,1152.396,1422.61,1655.918,2139.977,1766.904,3103.21,2188.424,1533.482,1210.544,1383.012,17556.477,1057787.437,1188.765,1490.638,2125.133,2070.945,1849.744,3230.994,2213.47,1517.09,1251.82,1950.414,18889.013000000003,1068544.825,761.405,945.96,990.055,1520.82,981.334,2974.392,2020.522,2601.264,1246.233,1546.546,15588.531,1043206.075,1022.834,1228.735,944.586,1644.373,1046.741,3473.32,2331.679,1436.62,1265.698,1617.484,16012.07,1157748.683,1587.022,1779.304,833.844,2180.545,1313.381,3940.668,2779.246,1589.112,1315.977,1655.555,18974.654000000002,1281388.486906378,1753.367,1983.544,784.908,2000.044,1413.175,3967.218,2808.392,2081.991,1436.02,1694.495,19923.154000000002,1339989.2837668455
Millones de pesos a precios corrientes|Nacional|Guerrero,115.356,149.575,1081.827,1162.831,435.978,7408.24,441.493,598.019,502.147,416.698,12312.164000000002,171599.427,111.144,148.203,1204.849,1225.921,456.61,7475.055,462.286,631.141,513.211,445.832,12674.252,180986.57700000002,118.956,154.237,1096.805,1067.047,494.625,8359.483,489.22,648.137,502.763,465.081,13396.354000000001,193749.64500000005,127.728,164.605,1302.41,1088.341,541.105,9035.879,486.928,653.761,512.093,448.334,14361.184000000003,203992.03899999996,137.246,175.234,1116.562,1188.47,611.982,9682.293,523.874,702.257,541.123,460.559,15139.599999999999,218844.02800000002,142.858,184.857,997.621,1101.131,681.79,10056.157,507.256,748.072,544.015,475.329,15439.085999999998,228735.39600000007,150.842,226.531,1015.511,1110.504,808.186,10379.206,540.548,772.309,558.048,479.725,16041.410000000002,250954.053,160.486,257.606,1189.836,1152.667,901.848,11219.952,625.688,851,570.362,467.351,17396.796,259218.56699999998,173.992,213.585,1142.329,1206.984,937.818,11349.584,652.56,820.506,573.53,389.724,17460.611999999997,271649.61899999995,186.33,234.125,1106.052,1221.574,983.598,11574.686,666.9,932.872,572.837,480.087,17959.060999999998,284700.833,200.885,276.259,1053.025,1171.248,981.616,11203.826,701.296,1071.2,613.275,517.625,17790.255,305975.991,199.413,272.536,1366.881,1148.968,957.967,11929.881,702.69,1102.661,622.594,492.829,18796.420000000002,317752.645,135.848,190.905,671.896,826.3,559.305,12494.891,610.069,964.737,631,505.321,17590.272,308621.583,177.032,242.164,648.696,884.816,622.897,13819.024,739.47,1069.634,635.9,520.754,19360.387000000002,337167.243,267.345,333.97,541.519,1082.282,822.784,15070.241,841.932,1281.074,647.828,538.357,21427.332000000002,372869.2340413993,293.998,368.059,513.419,994.494,874.715,14886.836,791.866,1716.767,688.964,510.206,21639.324,390910.1920132457
Millones de pesos a precios corrientes|Nacional|Hidalgo,129.531,310.02,860.932,1231.271,277.161,353.567,429.437,470.26,802.611,401.413,5266.2029999999995,192385.631,124.56,321.113,960.612,1343.267,287.67,354.356,444.569,495.114,820.765,420.216,5572.242,180380.181,133.116,337.387,865.661,1227.901,301.604,389.089,463.329,514.203,802.865,436.804,5471.959,201927.087,143.331,354.302,1039.242,1283.534,310.852,424.861,463.758,526.339,817.421,425.984,5789.624000000001,218339.89800000002,153.846,376.923,879.258,1414.32,356.149,464.796,502.594,568.257,864.704,435.328,6016.174999999999,251262.10200000004,159.48,394.316,777.552,1376.741,401.595,469.405,488.44,599.948,868.435,446.209,5982.121,248024.85199999998,168.662,409.698,781.446,1437.835,490.185,491.04,518.906,603.296,891.314,452.524,6244.906000000001,278132.65199999994,180.212,442.017,922.045,1541.42,552.065,538.932,597.902,665.306,911.546,438.908,6790.353,308474.12299999996,200.527,482.874,886.335,1633.855,543.178,570.388,628.049,660.65,916.864,383.374,6906.093999999999,314858.98500000004,212.037,516.054,847.406,1586.576,570.377,641.209,644.435,733.505,914.993,421.08,7087.672,360563.346,227.759,575.603,798.622,1579.491,551.067,698.194,672.506,816.954,981.178,455.065,7356.438999999999,400585.576,226.162,606.433,1049.496,1525.16,605.337,747.237,685.054,886.538,1000.532,506.867,7838.816,399484.433,154.734,431.576,498.804,1233.628,316.145,705.857,607.09,434.688,1016.735,473.81,5873.067,370841.709,200.805,515.355,457.85,1350.827,372.28,844.808,715.497,479.476,1027.067,496.655,6460.62,417248.77,299.464,664.979,381.519,1780.686,488.269,960.377,908.709,837.937,1045.546,515.113,7882.599,494574.2740420419,329.156,775.95,350.955,1685.566,541.725,950.807,874.111,1067.861,1109.996,580.966,8267.092999999999,529927.7329895056
Millones de pesos a precios corrientes|Nacional|Jalisco,1063.557,2294.469,2024.291,2517.367,3466.148,6761.649,4176.605,973.365,2055.398,7274.88,32607.729000000003,818421.9469999999,1030.453,2351.705,2251.798,2641.581,3589.278,6622.425,4180.187,1018.166,2103.786,7259.753,33049.132000000005,812093.784,1089.165,2518.357,2045.088,2369.442,3349.744,7112.433,4267.506,1049.598,2108.611,7233.047,33142.991,894893.6539999999,1168.88,2643.294,2443.101,2438.599,3775.961,8122.642,4379.362,1099.197,2159.997,7167.718,35398.751,965384.2140000002,1248.189,2834.262,2100.156,2668.789,4415.646,8958.835,4694.157,1176.177,2268.714,6705.965,37070.89,1061115.788,1282.43,2993.081,1894.2,2499.486,5246.12,8955.098,4733.605,1222.33,2314.205,6710.66,37851.215,1108713.431,1396.082,3089.585,1911.475,2514.7,7349.099,9374.729,5075.057,1222.802,2385.307,6917.438,41236.274,1183922.424,1498.399,3322.761,2218.849,2587.882,8237.295,10177.398,5511.26,1320.97,2432.05,6859.43,44166.29400000001,1286061.956,1765.742,3640.82,2173.389,2754.986,7419.388,10158.625,5803.661,1369.978,2459.929,7256.984,44803.50200000001,1419240.8299999996,1740.36,3871.78,2097.822,2799.261,7858.359,11488.964,6170.66,1414.219,2488.705,7958.427,47888.557,1534158.006,1894.812,4252.549,2009.416,2732.032,7495.154,12842.567,6467.698,1508.483,2634.97,8289.736,50127.417,1643838.703,1895.697,4428.468,2532.666,2691.017,7004.31,13165.401,6420.024,1503.749,2710.229,8685.246,51036.807,1722771.638,1281.734,3128.116,1215.581,1993.213,4313.25,12928.86,5985.971,1248.23,2661.09,8586.219,43342.263999999996,1676614.782,1617.873,3861.618,1231.918,2222.528,3962.315,14273.606,6896.346,1402.367,2652.799,9860.511,47981.880999999994,1843151.583,2356.834,5210.669,1142.092,2817.742,4889.77,16377.486,7732.159,1654.951,2752.033,10025.248,54958.984000000004,2100997.957056202,2534.688,5804.037,1104.755,2710.576,4903.64,16801.769,8291.157,1990.65,3001.04,10783.828,57926.14,2212899.498162179
Millones de pesos a precios corrientes|Nacional|México,1492.91,1458.112,4980.512,5706.834,3717.169,4885.224,2924.987,1291.58,3729.333,1608.245,31794.906,1059728.9989999998,1457.552,1473.849,5558.238,6102.192,3802.671,4920.827,3023.785,1350.195,3826.29,1628.89,33144.489,1065216.181,1549.147,1555.92,4973.407,5387.084,3765.537,5319.927,3125.004,1393.235,3790.424,1671.392,32531.077,1181836.0920000002,1681.86,1676.346,6023.441,5553.521,4218.322,5718.724,3144.554,1455.997,3883.242,1671.105,35027.112,1301385.3969999999,1800.573,1794.855,5086.269,6106.854,4877.893,6327.369,3400.677,1566.51,4106.552,1683.99,36751.541999999994,1406218.191,1869.9,1896.853,4543.978,5764.682,5558.528,6405.869,3326.756,1651.64,4161.406,1717.289,36896.901,1457189.13,1987.745,1975.479,4581.636,5885.335,6976.08,6690.659,3549.318,1679.699,4294.325,1755.354,39375.63,1546986.5470000003,2155.289,2116.995,5368.332,6191.656,7936.942,7395.093,4003.581,1840.917,4399.534,1706.538,43114.877,1657013.994,2455.669,2393.375,5199.891,6560.375,7937.511,7833.758,4302.32,1940.572,4455.404,2728.618,45807.493,1780431.787,2544.991,2544.47,4954.861,6546.666,8584.365,8651.458,4472.032,2079.599,4496.457,2553.415,47428.314000000006,1965978.4629999998,2715.698,2751.374,4699.173,6387.841,8500.561,9503.966,4665.918,2279.883,4813.374,2726.087,49043.875,2109499.554,2783.671,2993.928,6114.812,6275.951,8935.748,9868.086,4680.686,2274.447,4954.731,3138.712,52020.772,2154292.021,1935.147,2066.599,2970.589,4746.676,4886.502,9156.392,4339.665,1784.939,4978.38,2906.62,39771.509,2080618.106,2435.145,2583.366,2773.85,5167.384,5158.249,10973.074,5019.023,1724.042,5045.988,2971.274,43851.395,2312210.549,3592.45,3590.315,2203.954,6305.599,6219.319,12258.728,5674.173,1987.118,5201.159,3112.986,50145.801,2553769.475655984,3903.412,3985.955,2020.941,6034.304,6685.943,12268.034,5731.533,2371.192,5608.564,3456.58,52066.458000000006,2709655.517257105
Millones de pesos a precios corrientes|Nacional|Michoacán de Ocampo,210.781,355.616,1172.345,1199.601,995.56,6836.216,651.703,1013.615,668.097,782.563,13886.097,292142.19499999995,205.597,376.176,1304.167,1258.328,1031.091,6771.738,661.026,1090.909,685.127,836.822,14220.981000000002,304731.223,218.813,395.034,1208.406,1129.1,1128.441,7534.827,685.109,1135.943,677.765,874.713,14988.150999999998,321240.459,233.69,431.946,1422.655,1156.233,1237.973,8137.892,695.773,1180.582,693.939,845.745,16036.428,365451.51,249.868,471.612,1247.416,1257.149,1428.31,8970.129,755.427,1278.04,733.734,869.455,17261.140000000003,385112.99100000004,251.985,454.002,1132.026,1179.219,1603.978,8992.615,740.42,1284.987,742.884,897.109,17279.225,397292.90299999993,276.444,501.576,1154.108,1201.64,1910.958,9322.407,792.985,1374.864,765.963,911.909,18212.854,429427.69500000007,292.568,511.877,1333.611,1247.549,2150.625,10412.728,909.308,1444.416,784.513,890.83,19978.025,449764.42500000005,317.38,534.416,1309.244,1296.639,2232.72,11236.864,928.588,1466.328,793.711,704.969,20820.859,496589.703,341.708,584.766,1286.53,1316.696,2377.372,12198.015,969.671,1660.422,799.838,734.819,22269.836999999996,556739.7139999999,368.082,629.249,1244.229,1265.298,2373.025,13527.447,1006.576,1867.958,856.181,786.942,23924.987,606391.49,392.891,660.795,1572.301,1226.643,2532.98,14151.174,1039.66,1935.202,878.306,1110.499,25500.451,635819.724,270.676,467.391,816.485,915.662,1086.555,12228.786,927.684,1137.132,883.306,782.521,19516.198000000004,626980.927,348.06,579.934,851.448,983.709,1321.101,15550.833,1087.802,1341.425,894.238,819.798,23778.347999999998,690687.228,514.641,776.667,1037.941,1959.57,1870.975,16999.016,1762.496,1979.772,920.515,873.729,28695.321999999996,795178.2796657435,564.629,925.465,991.175,1828.103,2131.104,16705.268,1698.338,2781.867,991.373,957.491,29574.813000000002,847499.4366870943
Millones de pesos a precios corrientes|Nacional|Morelos,115.906,170.268,826.822,818.288,456.629,2176.926,434.702,317.2,517.105,530.379,6364.224999999999,141744.863,113.099,169.657,930.622,863.55,461.727,2178.475,449.598,327.264,528.882,549.024,6571.897999999999,145485.714,120.612,178.703,842.168,748.804,480.708,2374.046,473.191,336.312,521.565,568.173,6644.281999999998,156976.823,130.105,189.262,1010.644,765.118,531.156,2592.975,478.851,349.064,532.091,560.787,7140.053000000001,166196.12900000002,139.092,201.936,857.819,837.662,596.55,2920.441,520.29,376.739,561.447,574.003,7585.978999999999,178636.65899999999,144.986,215.492,749.144,776.48,659.924,3051.869,514.796,393.391,566.849,591.789,7664.72,188950.771,153.275,221.35,747.088,782.897,784.094,3177.827,543.822,392.841,582.574,604.092,7989.860000000001,193931.19800000003,166.776,234.941,888.02,814.393,912.589,3441.796,635.838,432.264,595.126,579.35,8701.092999999999,207436.643,185.552,250.207,858.5,842.72,891.464,3708.248,660.233,425.074,599.958,498.359,8920.315,229765.063,195.719,274.695,813.566,854.078,948.589,4158.056,668.113,459.292,601.607,533.592,9507.307,248253.96600000001,210.73,315.118,765.154,823.478,972.389,4486.36,692.166,521.589,642.182,584.672,10013.838,257458.604,229.331,313.484,993.288,813.088,980.418,4731.351,709.439,552.466,656.674,483.022,10462.561000000002,261872.966,150.546,207.357,484.646,581.426,467.35,4858.061,615.798,319.082,658.794,510.736,8853.796,248929.261,191.162,254.021,444.405,625.726,533.396,5421.409,717.759,414.723,661.651,524.977,9789.229000000001,276689.024,289.173,353.814,376.831,829.183,699.086,6482.375,861.489,608.102,677.775,558.893,11736.721,301723.3051121726,317.075,438.208,339.329,776.691,786.758,6997.79,846.091,734.65,725.595,557.001,12519.188,317919.9332535188
Millones de pesos a precios corrientes|Nacional|Nayarit,98.927,95.59,345.213,328.372,121.206,565.488,172.087,205.743,290.781,365.343,2588.75,84414.441,96.288,94.8,382.068,346.237,126.321,565.283,175.578,214.303,297.605,397.339,2695.8219999999997,83629.71100000001,104.579,104.845,361.837,302.683,136.164,610.095,182.232,222.934,292.633,417.183,2735.185,90170.027,110.346,106.383,412.156,308.562,148.472,677.981,183.9,223.177,298.659,397.936,2867.5720000000006,97500.68299999999,119.63,119.43,370.56,338.168,168.015,747.91,198.714,243.23,315.722,411.938,3033.317,103109.52099999998,126.525,127.997,345.277,313.67,187.385,760.959,194.728,254.606,318.261,426.746,3056.154,106685.21600000001,134.303,136.828,353.535,316.621,224.063,802.445,207.562,260.367,327.191,429.161,3192.076,110712.609,144.959,151.608,407.828,330.113,251.092,876.294,236.043,296.029,334.72,416.854,3445.5400000000004,116606.61800000002,156.099,158.384,394.302,346.422,246.594,891.141,243.868,286.93,337.543,247.032,3308.315,127956.245,170.426,171.444,385.831,351.295,264.014,996.355,253.301,307.883,338.454,274.684,3513.6870000000004,139485.213,183.709,186.688,380.034,336.844,247.386,1112.112,265.259,341.036,362.399,258.88,3674.347,148674.519,196.46,225.461,471.472,338.191,306.419,1149.052,276.7,344.065,370.755,316.767,3995.342,155765.124,122.23,141.546,239.86,236.779,163.113,1123.822,245.049,236.113,374.533,238.885,3121.9299999999994,146911.23,114.119,114.372,253.637,255.93,185.055,1263.753,285.944,288.679,378.077,248.793,3388.359,171766.351,171.488,157.465,255.527,283.535,240.049,1461.82,306.341,341.665,386.782,260.182,3864.8540000000003,196961.3896092592,199.114,189.459,266.067,265.086,262.303,1512.194,308.096,398.027,413.523,270.56,4084.429,202988.85305628585
Millones de pesos a precios corrientes|Nacional|Nuevo León,942.744,2759.683,1604.409,1707.083,3964.974,649.249,4008.851,885.56,1842.46,4562.304,22927.317,909229.5830000001,912.916,2829.156,1744.409,1767.557,3744.311,662.362,4038.546,905.769,1886.052,4574.412,23065.489999999998,880664.878,970.965,2993.514,1545.514,1681.43,3453.271,696.592,4105.532,950.292,1869.304,4667.881,22934.295000000006,978608.77,1054.857,3148.835,1895.122,1760.825,3781.171,759.747,4225.999,997.762,1910.141,4664.615,24199.073999999993,1046104.9269999999,1133.378,3367.149,1607.771,1878.274,4231.831,822.526,4550.025,1061.886,2014.245,4575.076,25242.160999999996,1147767.2740000002,1178.292,3540.486,1531.382,1836.81,4831.411,833.81,4594.408,1102.506,2040.374,4618.335,26107.814,1153511.8469999998,1264.34,3675.508,1562.085,1875.874,6285.818,883.156,4943.167,1097.74,2100.335,4754.831,28442.854,1235638.562,1362.365,3963.629,1747.806,1967.178,7594.055,952.929,5348.15,1190.044,2145.562,4667.539,30939.257,1352851.487,1569.411,4393.653,1710.06,2021.582,7630.147,947.114,5710.819,1211.673,2166.258,4325.323,31686.039999999997,1446648.1390000002,1602.327,4634.511,1684.726,2008.529,8611.642,1094.037,6037.705,1268.248,2180.248,4806.961,33928.934,1607086.3260000004,1711.093,5105.799,1687.415,1967.009,8540.649,1163.741,6325.803,1376.936,2323.636,5081.807,35283.888,1788706.611,1740.267,5499.868,2181.866,1874.482,8573.584,1217.352,6526.792,1418.618,2382.845,5121.52,36537.194,1860151.026,1166.508,3851.758,1087.314,1470.737,5752.699,1186.514,6252.178,689.076,2376.383,5424.567,29257.734,1772130.158,1544.446,4726.161,1171.468,1576.912,5867.933,1328.898,7104.603,1786.015,2386.423,6019.204,33512.062999999995,1990348.162,2296.512,6248.386,1190.03,2070.035,6717.693,1544.063,8210.315,1868.796,2454.828,6430.566,39031.22400000001,2213103.195810118,2478.287,6861.835,1200.818,1789.501,6441.629,1516.657,8857.59,1849.998,2643.546,6703.659,40343.52,2355526.4728550264
Millones de pesos a precios corrientes|Nacional|Oaxaca,331.443,77.543,1454.369,1520.824,395.353,7423.161,574.669,1412.92,477.769,299.558,13967.609,205392.96200000003,323.086,92.66,1637.244,1605.146,413.894,7426.51,601.666,1464.397,488.366,299.861,14352.83,203460.714,348.865,89.977,1474.618,1394.804,439.477,8299.248,631.897,1516.44,481.641,306.177,14983.144,222765.38699999996,372.455,93.964,1758.794,1419.5,482.023,8953.929,626.359,1569.132,490.997,307.401,16074.554,239727.42399999994,396.736,87.882,1478.563,1558.214,542.715,9622.344,676.987,1692.024,517.679,303.48,16876.623999999996,264537.285,416.047,85.235,1300.779,1446.018,611.816,10031.949,647.704,1774.409,522.553,307.357,17143.867000000002,256985.87599999993,428.531,68.081,1292.574,1454.55,729.294,10321.682,688.939,1757.747,536.677,312.361,17590.436,275461.718,456.869,74.098,1532.258,1517.821,813.603,11732.641,806.951,1943.405,547.801,309.284,19734.730999999996,300542.9700000001,500.526,78.13,1470.763,1597.946,818.309,12979.2,845.904,1908.388,551.361,300.896,21051.423,296555.877,536.477,66.521,1388.105,1614.986,879.504,13823.685,865.156,2065,552.32,324.957,22116.710999999996,319341.533,577.62,78.132,1294.034,1547.783,859.939,15651.48,901.07,2233.546,588.902,342.458,24074.963999999993,366942.379,511.319,54.656,1818.311,1524.878,939.166,16118.352,920.079,3002.929,602.28,381.509,25873.479,364888.656,681.79,548.882,961.456,1087.232,620.18,12188.603,814.606,905.214,603.421,348.006,18759.39,368732.076,417.486,87.105,796.823,1176.273,729.787,16357.976,977.356,978.608,605.371,390.667,22517.452,419496.925,564.585,74.568,610.726,1504.114,992.025,18307.293,1191.552,3520.132,619.741,408.792,27793.528000000006,493874.067888436,724.215,230.8,589.017,1419.685,1044.638,18246.47,1122.179,2718.065,663.826,428.812,27187.707000000002,553980.6592116108
Millones de pesos a precios corrientes|Nacional|Puebla,581.323,499.971,1943.183,2039.85,1044.842,4941.898,1370.381,1414.82,2273.337,549.427,16659.032,405254.348,590.5,574.222,2180.008,2147.351,1086.212,5102.911,1404.458,1479.533,2335.049,574.23,17474.474,404343.609,650.708,609.287,1996.869,1881.476,1075.924,5537.914,1450.136,1565.705,2331.074,603.357,17702.45,441534.343,700.134,663.233,2362.677,1926.26,1198.809,5881.622,1472.778,1638.421,2398.325,598.655,18840.914,492242.93700000003,754.538,715.713,2063.362,2112.773,1401.597,6239.802,1595.86,1786.101,2533.76,627.527,19831.033000000003,546370.244,789.548,753.088,1873.725,1960.817,1635.172,6412.286,1578.85,1865.648,2581.722,646.162,20097.018000000004,552339.7370000001,839.961,782.232,1893.395,1982.917,2207.768,6742.402,1689.985,1867.716,2669.647,661.631,21337.654000000002,574212.166,876.017,816.96,2184.225,2060.013,2467.464,7471.822,1894.761,2057.715,2736.726,645.916,23211.619,614241.986,987.382,870.249,2121.493,2157.756,2294.365,7927.073,2051.689,2100.282,2782.271,649.347,23941.907,663643.821,1040.763,946.8,1938.235,2183.708,2394.212,8887.112,2097.701,2253.767,2822.661,643.345,25208.304,751138.0560000001,1060.807,949.85,1947.957,2095.281,2304.642,9589.519,2196.204,2465.512,3016.269,689.271,26315.312,803728.819,1099.087,1051.327,2420.118,2090.202,2304.908,10247.571,2257.996,2545.329,3123.225,704.501,27844.264,842744.146,698.657,659.732,1221.355,1459.473,1325.315,8719.334,2001.034,1997.52,3116.726,649.498,21848.644,799563.087,677.38,576.303,1210.062,1573.189,1372.733,11015.084,2331.08,2033.075,3155.797,677.366,24622.068999999996,867849.469,977.322,785.775,1222.264,2275.046,1757.351,12510.785,2898.36,2290.971,3273.546,765.595,28757.015,979216.5808672694,1113.278,1000.023,1213.779,2122.595,1823.02,11806.411,2921.172,3007.442,3565.284,827.01,29400.013999999996,1040902.2641775582
